source,text,ref,new
תוספות יום טוב שם:,"['והמיסך – כתב הר""ב, אורדי""ר בלע""ז, וכן פירש רש""י. ולהלן בסוגיא דף עה ע""ב כתב שמסדר חוטי השתי, וז""ל הרמב""ם בפירושו הוא המיסך את השתי נגזר מן המסכה הנסוכה (ישעיה כח), ע""כ. ובחבורו פרק ט מהלכות שבת כתב: מתיחת החוטין כדרך האורגים היא הנסכת המסכת, וזה המותח נקרא מיסך, ע""כ. ועל שתי בלא ערב מיירי התם.']",,
"חידושי המאירי שבת עה ע""ב ד""ה 'דרך האורגים':","['דרך האורגים שמותחין החוטין תחלה על יתדות זו מכאן וזו מכאן כמדת ארך היריעה שהוא רוצה לעשותה או על הכלי העשוי לארוג בו והוא הנקרא מסכת ואח""כ שובט בשבט על החוטין שיתפרקו החוטין זה מזה ויתישרו למקומם החוטין זה בצד זה ושובט זהו תולדת מיסך והמדקדק את החוטין תמיד בשעת האריגה להפרידן בידו זה מזה הוא תולדת אורג.']",,
"רש""י שבת עה ע""ב ד""ה 'שובט הרי הוא':","['שובט הרי הוא בכלל מיסך - דהיינו מיסך ממש, שמסדר חוטי השתי.']",Rashi on Shabbat 75b:6:4,
"שבת קה ע""א:","[""מתני'. רבי אליעזר אומר: האורג שלשה חוטין בתחילה, ואחת על האריג - חייב. וחכמים אומרים: בין בתחילה בין בסוף - שיעורו שני חוטין. העושה שתי בתי נירין בנירין בקירוס, בנפה, בכברה ובסל חייב, והתופר שתי תפירות והקורע על מנת לתפור שתי תפירות."", ""גמ'. ...העושה שני בתי נירין כו'. מאי [בנירין]? אמר אביי: תרתי בבתי נירא, וחדא בנירא. בקירוס. מאי בקירוס? אמר רב: מצוביתא.""]",Shabbat 105a,
"תוספות רי""ד שבת עג ע""ב ד""ה 'העושה שני':","['העושה שני בתי נירין – פי\' המורה שנתן שני חוטין בתוך הבית ניר, ואינו נ""ל, שהכנסת החוטין בתוך הבית ניר הוא בכלל מסיך. גם לשון עשה שני בתי נירין אינו משמע כן, שהיה לו לומר והמכניס שני חוטים בתוך בית ניר. אלא העושה היא פירושו, שמתקן הבית ניר במקום שהוא עתיד להכניס חוטי השתי, ובין כל חוט וחוט של קושרי בתי נירין יקרא בית, ואם תיקן שני בתי נירים הוא חייב אף על פי שאינו נוגע בשתי כלל, והיא מלאכה בפני עצמה.']",,
"שנות אליהו שבת ז, ב ד""ה 'והעושה שתי':","['ובפרק ר""א (דף קה) מפרש בגמ\' מאי בנירין, אמר אביי ב\' בבתי נירא וחדא כו\'. הוא פירוש למאי צריכין הנירין, ומפרש שמרכיב החוט עליהן. אבל על עשיית בתי הנירין לא פריך, דלא פריך מאי העושה בתי נירין.']",,
"רמב""ם הלכות שבת ט, טז:","['העושה שני בתי נירין חייב, העושה נפה או כברה או סל או סבכה או שסרג מטה בחבלים הרי זה תולדת עושה נירין, ומשיעשה שני בתים כאחד מכל אלו חייב. וכן כל העושה שני בתים בדבר שעושין אותו בתים בתים כגון אלו חייב.']","Mishneh Torah, Sabbath 9:16",
"ילקוט פירושים על המשנה (במהדורת ע""ג פירושים), שבת יג, ב, על דברי התוספות יום טוב שם:","['[ועוד ק""ל שהרמב""ם בחיבורו פ""ט לא הזכיר קירוס...] הא ל""ק כלל שהרי כתב שם וכל העושה שתי בתי נירין בדבר שעושין אותו בתים כגון אלו חייב עכ""ל... ולי קשיא טובא על התוי""ט דמפרש אליביה דרש""י דמשנתנו בנותן חוטי השתי בתוך הבית ניר חדא דא""כ הו""ל למימר... אלא ודאי דרש""י נמי מפרש לה בעושה הבתי נירין ממש וכהרמב""ם ולהכי כתב על בנפה וכברה כו\' דהנך לאו נירין ממש... דכיון דעשוים בתים בתים הוי תולדת עושה בתי נירין.']",,
"תוספות יום טוב שם ד""ה 'בנפה':","['פירש""י הנך לאו נירין ממש אלא משרשר ומרכיב חוט אחד בשתי מלמטה ואחד מלמעלה ומעמיד השתי בהן כתקונו.']",,
"שבת קה ע""א:","[""מתני'. רבי אליעזר אומר: האורג שלשה חוטין בתחילה, ואחת על האריג - חייב. וחכמים אומרים: בין בתחילה בין בסוף - שיעורו שני חוטין. העושה שתי בתי נירין בנירין בקירוס, בנפה, בכברה ובסל חייב, והתופר שתי תפירות והקורע על מנת לתפור שתי תפירות."", ""גמ'. כי אתא רבי יצחק תני: שתים. והאנן תנן שלש! - לא קשיא, הא - באלימי, הא - בקטיני. אמרי לה להאי גיסא, ואמרי לה להאי גיסא. אמרי לה להאי גיסא; אלימי, תלתא - לא סתרי, תרי - סתרי. קטיני - תרי נמי לא סתרי. ואמרי לה להאי גיסא; קטיני, תלתא - ידיעי, תרי - לא ידיעי, אלימי - תרי נמי ידיעי. תניא: האורג שלשה חוטין בתחילה, ואחד על האריג - חייב, וחכמים אומרים: בין בתחילה בין בסוף שיעורן שני חוטין ובשפה - שני חוטין ברוחב שלשה בתי נירין, הא למה זה דומה - לאורג צלצול קטן. שני חוטין ברוחב שלשה בתי נירין. והאורג שלשה חוטין בתחילה ואחד על האריג חייב - סתמא כרבי אליעזר. תניא אידך: האורג שני חוטין על הגס ועל האימרא - חייב, רבי אליעזר אומר: אפילו אחד. ובשפה שני חוטין ברוחב שלשה בתי נירין - חייב, הא למה זה דומה - לאורג צלצול קטן, שני חוטין על רוחב שלשה בתי נירין. והאורג שני חוטין על הגס ועל האימרא - חייב, סתמא כרבנן.""]",Shabbat 105a,
"פירוש המשניות לרמב""ם שבת ז, ב (<b>תרגום הרב קאפח)</b>:",['לפי שענין האריגה הוא צירוף חלקים נפרדים וחבורם זה לזה על ידי שלוב.'],"Mishneh Torah, Sabbath 7:2",
"תוספות שבת קג ע""ב ד""ה 'תריץ':","['וי""ל דבאריג שעושה דבר חדש שאינו בעולם מחייב שפיר בשני בתי נירין.']",Tosafot on Shabbat 103b:8:1,
"מי טל, אורג ג, ו–יד:","['ויתכן לומר בזה עכ""פ מה שיש לחקור ביסוד מלאכת אורג דיש לפרש בב\' אופנים הא\' דיסוד מלאכת אורג הוא הענין מה שע""י האריגה מחבר חוטי הערב עם חוטי השתי... ובאופן הב\' י""ל דיסוד מלאכת אורג הוא מה שע""י הכנסת חוטי הערב בין חוטי השתי נתחדש כאן חפצא ושטח דבגד ארוג שמקודם היו כאן חוטין נפרדים ועכשיו יש כאן חפצא דשטח של בגד ארוג... ולכן ס""ל לר""א דבעינן אריגה בשיעור דג\' חוטין דווקא שאז ניכר כאן שטח חדש... משא""כ באורג ב\' חוטין לבד אה""נ שיש כאן הענין דחיבור הני חוטי הערב לחוטי השתי...']",,
"כריתות יט ע""א, המשנה (פ""ד מ""ב):","['חלב ונותר לפניו, ואכל אחד מהן ואינו יודע איזה מהן אכל; אשתו נדה ואחותו עמו בבית, שגג באחת מהן ואינו יודע באיזה מהן שגג; שבת ויום הכיפורים, ועשה מלאכה בין השמשות ואינו יודע באיזה מהן עשה - רבי אליעזר מחייב חטאת, ורבי יהושע פוטר. א""ר יוסי: לא נחלקו על העושה מלאכה בין השמשות שהוא פטור, שאני אומר: מקצת עשה היום ומקצת עשה למחר, על מה נחלקו? על העושה מלאכה בתוך היום ואינו יודע אם בשבת עשה אם ביוה""כ עשה, או על העושה ואינו יודע מעין איזו מלאכה עשה, שרבי אליעזר מחייב חטאת, ורבי יהושע פוטר. אמר רבי יהודה: פוטרו היה רבי יהושע אף מאשם תלוי. רבי שמעון ורבי שמעון שזורי אומרים: לא נחלקו על דבר שהוא משם אחד שהוא חייב, על מה נחלקו – על דבר שהוא משום שני שמות, שרבי אליעזר מחייב חטאת, ורבי יהושע פוטר.']",Keritot 19a,
"שם ע""ב:","['רבי יוסי אומר: לא נחלקו כו\'. תניא, אמר להן רבי יוסי: דקדקתם אחרי. מאי אמרי ליה דאמר להו דקדקתם אחרי? הכי א""ל: הגביה בין השמשות, מהו? אמר להו: דקדקתם אחרי. ונימא להו: מקצת הגבהה היתה מהיום ומקצתה למחר! הכי נמי קאמר להו: דקדקתם אחרי ולא העליתם בידכם כלום. ולרבי יוסי, גמר מלאכה לרבי אליעזר פטור? הא שמענא ליה דמחייב! דתנן, רבי אליעזר אומר: האורג שלשה חוטין בתחלה, ואחד על האריג - חייב! אמר רב יוסף: רבי יוסי אליבא דר""א הכי מתני, רבי אליעזר אומר: האורג שלשה חוטין בתחלה, ושנים על האריג - חייב.']",,
"מי טל, אורג, יב:","['בהא דס""ל לר""א דבתחילת האריגה צ""ל שלשה חוטין כאן מוסיף על הבגד שיעורו בחוט אחד יש לחקור האם פירוש הדבר שבעצם הנה גם באמצע הבגד צריך להיות השיעור דשלשה חוטין אלא דמ""מ חייב בחוט אחד משום ""שנחשב כשלשה חוטין"" או הפירוש הוא דבאמצע האריגה לא בעינן כל השיעור דשלשה חוטין אלא מעיקרא שיעורו בחוט אחד לבד... והיינו דלהטעם משום מלאכה ""הניכרת"" הנה לפ""ז גם באמצע האריגה הי\' צריך בעצם להיות אריגה בשיעור דשלשה חוטין... הנה בחוט אחד חשיב בשלשה... משא""כ להטעם משום מלאכה המתקיימת הנה לפ""ז באמצע האריגה לא בעינן מלכתחילה שיעורא דשלשה חוטין שהרי באמצע האריגה מתקיימת חוט אחד ג""כ.']",,
"שבת עה ע""ב:","['חסר אחת. לאפוקי מדרבי יהודה, דתניא: רבי יהודה מוסיף את השובט והמדקדק. אמרו לו: שובט - הרי הוא בכלל מיסך, מדקדק - הרי הוא בכלל אורג.']",Shabbat 75b,
"רש""י שם ד""ה 'מדקדק', 'הרי הוא':","['מדקדק - כשמותח חוט הערב מכה בכרכר עליו במקומות מקומות ליישבו שלא יהא מתוח יותר מדאי, שהמתיחה מעכבתו מהתחבר יפה עם הארג.', 'הרי הוא אורג - דהיינו אורג ממש, ולא דמי לזורה ובורר ומרקד, דזה בקשין וזה בצרורות וזה בקמח.']",,Rashi on Shabbat 75b:6:5
